id,timestamp,prob,type
IV.FDMO.,2016-10-30 03:43:24.970,0.97856903,p
IV.FDMO.,2016-10-30 03:43:25.770,0.84083354,s
IV.FDMO.,2016-10-30 03:46:02.140,0.94735706,p
IV.FDMO.,2016-10-30 03:46:04.740,0.8971991,s
IV.FDMO.,2016-10-30 03:47:03.580,0.51477534,s
IV.FDMO.,2016-10-30 03:47:24.540,0.5590432,p
IV.FDMO.,2016-10-30 03:49:22.540,0.9764056,p
IV.FDMO.,2016-10-30 03:49:23.460,0.9068095,s
IV.FDMO.,2016-10-30 03:50:00.050,0.7289988,p
IV.FDMO.,2016-10-30 03:51:47.160,0.91121304,p
IV.FDMO.,2016-10-30 03:51:50.130,0.8278332,s
IV.FDMO.,2016-10-30 03:52:12.610,0.59632945,p
IV.FDMO.,2016-10-30 03:52:14.160,0.7826556,s
IV.FDMO.,2016-10-30 03:53:27.990,0.80568576,p
IV.FDMO.,2016-10-30 03:53:31.890,0.531108,s
IV.FDMO.,2016-10-30 03:54:43.390,0.8940662,p
IV.FDMO.,2016-10-30 03:54:43.980,0.59689814,s
IV.FDMO.,2016-10-30 03:55:25.210,0.92253965,p
IV.FDMO.,2016-10-30 03:55:51.130,0.5011087,s
IV.FDMO.,2016-10-30 03:56:54.890,0.59678006,s
IV.FDMO.,2016-10-30 03:58:18.540,0.923375,p
IV.FDMO.,2016-10-30 03:58:21.900,0.6505845,s
IV.FDMO.,2016-10-30 04:00:09.790,0.6750507,p
IV.FDMO.,2016-10-30 04:01:00.140,0.84331536,p
IV.FDMO.,2016-10-30 04:02:24.780,0.60073525,p
IV.FDMO.,2016-10-30 04:02:26.110,0.7261402,s
IV.FDMO.,2016-10-30 04:02:50.560,0.52916265,p
IV.FDMO.,2016-10-30 04:09:03.890,0.7474897,p
IV.FDMO.,2016-10-30 04:09:06.340,0.7167418,s
IV.FDMO.,2016-10-30 04:10:27.460,0.5289151,p
IV.FDMO.,2016-10-30 04:10:28.910,0.7616234,s
IV.FDMO.,2016-10-30 04:11:31.060,0.56399393,s
IV.FDMO.,2016-10-30 04:14:24.630,0.8660859,p
IV.FDMO.,2016-10-30 04:14:27.660,0.86819845,s
IV.FDMO.,2016-10-30 04:16:11.340,0.6645049,p
IV.FDMO.,2016-10-30 04:17:14.380,0.92924434,p
IV.FDMO.,2016-10-30 04:17:15.460,0.7967522,s
